customer_id,signup_date,age,gender,city,region,segment
C01272,24/03/2023,41,F,Ipswich,East,Consumer
C01273,29/08/2023,18,F,southampton,South,Consumer
C01274,2024-08-27,54,M,reading,South,Home Office
C01275,2024-10-05,66,M,Sheffield,North,Consumer
C01276,2024-12-25,35,F,plymouth,West,Consumer
C01277,13/09/2025,56,F,Peterborough,East,Consumer
C01278,2023-07-18,39,Other,Leeds,North,Consumer
C01279,2024-11-20,33,F,Portsmouth,South,Small Business
C01280,17/07/2024,36,M,  Portsmouth ,South,Consumer
C01281,2023-08-03,42,F,Colchester,East,Corporate
C01282,15/09/2025,32,F,Colchester,East,Consumer
C01283,23/08/2022,49,F,BATH,West,Small Business
C01284,2025-01-25,34,Other,  Exeter ,West,Consumer
C01285,2025-02-14,27,M,Sheffield,North,Consumer
C01286,2025-09-25,41,F,  Portsmouth ,South,Home Office
C01287,2024-05-25,32,M,York,North,Consumer
C01288,2023-08-27,37,F,Peterborough,East,Consumer
C01289,2025-06-14,40,M,Portsmouth,South,Consumer
C01290,2025-04-07,24,F,Plymouth,West,Consumer
C01291,2024-05-01,60,M,MANCHESTER,North,Home Office
C01292,03/04/2025,52,M,Peterborough,East,Consumer
C01293,08/06/2023,33,F,Oxford,South,Consumer
C01294,2024-08-25,41,M,OXFORD,South,Corporate
C01295,2025-07-28,49,Other,Bath,West,Home Office
C01296,2023-08-21,44,M,York,North,Consumer
C01297,08/04/2024,65,F,Oxford,South,Consumer
C01298,2025-11-05,38,M,  Reading ,South,Corporate
C01299,10/05/2025,56,F,Bath,West,Consumer
C01300,23/08/2025,24,M,leeds,North,Consumer
C01301,2023-11-26,26,F,Derby,Central,Small Business
C01302,2025-12-27,63,M,coventry,Central,Small Business
C01303,04/12/2022,35,M,BATH,West,Corporate
C01304,2024-05-25,26,M,OXFORD,South,Consumer
C01305,2024-04-03,40,,Bristol,West,Consumer
C01306,2025-05-10,57,M,Newcastle,North,Consumer
C01307,2025-09-17,31,M,nottingham,Central,Consumer
C01308,2025-02-18,40,M,PETERBOROUGH,East,Corporate
C01309,2024-10-11,18,F,sheffield,North,Consumer
C01310,23/01/2024,35,Other,reading,South,Consumer
C01311,2024-05-14,54,F,BATH,West,Corporate
C01312,13/05/2024,31,M,  Birmingham ,Central,Consumer
C01313,12/03/2022,24,F,PETERBOROUGH,East,Home Office
C01314,2024-05-04,,F,Norwich,East,Consumer
C01315,2025-07-17,33,F,Plymouth,West,Small Business
C01316,2025-01-22,51,Other,Bath,West,Small Business
C01317,2025-05-07,46,F,Bristol,West,Consumer
C01318,2023-12-03,48,M,reading,South,Consumer
C01319,07/06/2024,41,F,exeter,West,Small Business
C01320,14/04/2022,33,M,  Exeter ,West,Small Business
C01321,23/11/2023,31,M,Sheffield,North,Consumer
C01322,2024-03-27,47,F,Portsmouth,South,Consumer
C01323,2023-05-19,62,M,  Sheffield ,North,Home Office
C01324,2022-04-09,29,M,Reading,South,Consumer
C01325,2024-12-30,28,M,Plymouth,West,Consumer
C01326,2024-02-03,26,M,Manchester,North,Corporate
C01327,2024-01-07,52,F,Norwich,East,Home Office
C01328,11/05/2023,40,M,leeds,North,Small Business
C01329,19/06/2024,48,M,Nottingham,Central,Consumer
C01330,07/02/2024,34,M,Plymouth,West,Small Business
C01331,27/03/2024,49,M,CAMBRIDGE,East,Consumer
C01332,14/08/2024,37,M,Bath,West,Small Business
C01333,29/01/2022,21,M,York,North,Small Business
C01334,2025-09-16,53,M,Cardiff,West,Consumer
C01335,2022-07-06,41,M,Bristol,West,Consumer
C01336,24/02/2024,37,F,York,North,Home Office
C01337,05/03/2023,45,M,Birmingham,Central,Small Business
C01338,01/06/2024,22,M,leeds,North,Home Office
C01339,2023-06-26,47,M,colchester,East,Corporate
C01340,2025-07-22,33,F,  Leeds ,North,Home Office
C01341,2023-12-11,39,F,Plymouth,West,Consumer
C01342,2024-10-26,56,M,Manchester,North,Small Business
C01343,09/05/2023,49,F,manchester,North,Consumer
C01344,2022-03-09,39,F,IPSWICH,East,Consumer
C01345,22/12/2023,40,M,Birmingham,Central,Consumer
C01346,2024-06-17,18,F,Oxford,South,Consumer
C01347,2024-03-07,30,M,peterborough,East,Consumer
C01348,2025-11-18,43,F,Colchester,East,Consumer
C01349,2025-01-19,31,F,  Bristol ,West,Consumer
C01350,2025-12-26,24,Other,Brighton,South,Home Office
C01351,2023-07-18,47,M,CAMBRIDGE,East,Consumer
C01352,2025-04-29,58,M,Derby,Central,Corporate
C01353,12/07/2024,32,M,READING,South,Home Office
C01354,2024-09-22,52,M,brighton,South,Consumer
C01355,15/12/2025,50,F,Birmingham,Central,Consumer
C01356,2024-11-14,28,F,Reading,South,Small Business
C01357,2025-09-05,32,F,reading,South,Small Business
C01358,2025-02-11,64,F,Brighton,South,Small Business
C01359,2022-10-21,26,,Exeter,West,Consumer
C01360,2025-01-10,33,M,Nottingham,Central,Home Office
C01361,2024-04-09,67,M,Norwich,East,Consumer
C01362,2025-09-29,34,M,cambridge,East,Consumer
C01363,2025-05-20,59,F,SOUTHAMPTON,South,Consumer
C01364,08/09/2022,28,M,  Sheffield ,North,Consumer
C01365,2022-11-01,43,M,Leeds,North,Home Office
C01366,2022-07-03,55,F,Newcastle,North,Home Office
C01367,21/04/2024,35,F,York,North,Consumer
C01368,2022-07-25,42,F,Bristol,West,Home Office
C01369,08/02/2025,51,M,Newcastle,North,Consumer
C01370,2024-07-08,29,M,Sheffield,North,Consumer
C01371,2025-06-23,70,M,portsmouth,South,Corporate
C01372,2023-06-26,54,M,reading,South,Small Business
C01373,2024-05-26,36,F,  York ,North,Small Business
C01374,2022-10-03,38,F,York,North,Home Office
C01375,2025-08-20,66,M,Brighton,South,Consumer
C01376,2023-01-11,36,M,NORWICH,East,Corporate
C01377,2022-09-05,35,F,  Cardiff ,West,Small Business
C01378,01/03/2023,56,M,Bath,West,Small Business
C01379,19/05/2025,23,F,Exeter,West,Consumer
C01380,2022-09-11,40,M,Ipswich,East,Consumer
C01381,26/09/2024,42,M,  Derby ,Central,Consumer
C01382,2025-03-08,32,M,CAMBRIDGE,East,Consumer
C01383,2025-03-14,21,F,CAMBRIDGE,East,Consumer
C01384,2023-02-05,42,F,Oxford,South,Corporate
C01385,16/06/2022,50,M,Reading,South,Home Office
C01386,2024-02-22,32,M,Southampton,South,Small Business
C01387,2023-02-25,26,M,Newcastle,North,Consumer
C01388,2025-01-10,57,F,Plymouth,West,Home Office
C01389,16/10/2023,48,M,Leeds,North,Consumer
C01390,22/02/2024,36,F,  Cardiff ,West,Small Business
C01391,25/09/2022,53,Other,EXETER,West,Consumer
C01392,2024-07-28,44,,Cambridge,East,Consumer
C01393,2023-01-28,64,F,York,North,Consumer
C01394,2024-12-15,50,F,reading,South,Consumer
C01395,06/07/2022,23,F,southampton,South,Corporate
C01396,03/12/2025,32,Other,coventry,Central,Corporate
C01397,2024-12-22,33,F,Bristol,West,Small Business
C01398,22/01/2023,45,M,exeter,West,Small Business
C01399,23/02/2022,37,M,COLCHESTER,East,Consumer
C01400,2023-09-14,26,F,BATH,West,Consumer
C01401,04/12/2022,49,M,cardiff,West,Consumer
C01402,2023-03-23,54,M,  York ,North,Small Business
C01403,2025-08-06,40,M,leeds,North,Home Office
C01404,2024-09-11,44,F,newcastle,North,Consumer
C01405,13/01/2023,130,M,Norwich,East,Consumer
C01406,2024-07-14,34,M,Leicester,Central,Consumer
C01407,20/05/2023,35,Other,Colchester,East,Consumer
C01408,2025-12-04,48,M,Ipswich,East,Small Business
C01409,2022-04-12,44,F,  Birmingham ,Central,Small Business
C01410,2025-02-19,37,F,  Leeds ,North,Home Office
C01411,09/04/2025,36,M,Leeds,North,Small Business
C01412,28/06/2022,18,Other,Coventry,Central,Home Office
C01413,2023-01-06,62,F,Coventry,Central,Corporate
C01414,2023-11-24,18,F,Plymouth,West,Home Office
C01415,01/08/2025,46,F,Reading,South,Home Office
C01416,18/06/2024,41,F,Coventry,Central,Corporate
C01417,2024-11-16,38,F,Exeter,West,Small Business
C01418,2025-04-21,41,F,Bath,West,Consumer
C01419,2025-06-14,32,F,Leeds,North,Home Office
C01420,30/03/2024,49,M,Peterborough,East,Consumer
C01421,2024-05-12,24,M,plymouth,West,Consumer
C01422,2025-02-02,45,,  Cardiff ,West,Consumer
C01423,01/06/2023,32,M,Colchester,East,Consumer
C01424,15/07/2025,35,F,Colchester,East,Consumer
C01425,2022-03-13,36,M,Exeter,West,Home Office
C01426,14/02/2023,39,M,peterborough,East,Consumer
C01427,12/05/2025,48,F,Portsmouth,South,Consumer
C01428,23/09/2023,41,M,sheffield,North,Small Business
C01429,2022-11-29,53,F,Manchester,North,Consumer
C01430,2023-01-30,55,F,BATH,West,Home Office
C01431,2024-06-10,45,F,York,North,Home Office
C01432,2025-07-06,50,F,leeds,North,Consumer
C01433,05/07/2022,67,F,BIRMINGHAM,Central,Home Office
C01434,2022-04-07,23,M,exeter,West,Small Business
C01435,2024-03-15,55,,Leeds,North,Consumer
C01436,11/11/2025,61,M,PORTSMOUTH,South,Small Business
C01437,2023-06-24,47,F,BATH,West,Small Business
C01438,14/11/2025,66,F,Southampton,South,Small Business
C01439,2025-08-23,64,M,norwich,East,Consumer
C01440,01/07/2023,37,M,Norwich,East,Consumer
C01441,01/06/2025,38,M,  Manchester ,North,Consumer
C01442,24/12/2024,48,M,  Bath ,West,Small Business
C01443,16/05/2024,33,M,Leeds,North,Home Office
C01444,17/01/2024,76,Other,  Peterborough ,East,Small Business
C01445,2025-05-30,51,F,Newcastle,North,Home Office
C01446,2025-05-03,42,Other,Newcastle,North,Consumer
C01447,2025-03-21,23,F,Sheffield,North,Consumer
C01448,2025-12-29,44,F,exeter,West,Small Business
C01449,2024-04-02,26,F,York,North,Small Business
C01450,2025-05-20,51,M,  Portsmouth ,South,Consumer
C01451,2025-07-25,18,F,York,North,Consumer
C01452,2023-03-12,59,F,Bath,West,Consumer
C01453,2022-05-04,35,F,  Oxford ,South,Consumer
C01454,2023-12-23,19,M,Birmingham,Central,Consumer
C01455,2025-07-18,,M,exeter,West,Consumer
C01456,2023-07-10,41,M,Peterborough,East,Home Office
C01457,10/01/2025,40,M,PLYMOUTH,West,Small Business
C01458,02/02/2022,59,M,Manchester,North,Small Business
C01459,2023-10-14,46,M,Nottingham,Central,Consumer
C01460,2024-09-27,51,M,Leicester,Central,Consumer
C01461,2022-10-25,38,M,Oxford,South,Consumer
C01462,03/09/2025,47,M,Colchester,East,Home Office
C01463,2022-12-10,24,M,  York ,North,Consumer
C01464,18/09/2025,44,F,ipswich,East,Consumer
C01465,2023-03-19,31,M,Bath,West,Small Business
C01466,2025-12-24,58,M,coventry,Central,Consumer
C01467,2024-09-13,42,F,southampton,South,Small Business
C01468,01/08/2022,50,M,BATH,West,Consumer
C01469,2022-06-24,44,F,BRISTOL,West,Home Office
C01470,2022-07-13,64,F,sheffield,North,Consumer
C01471,2024-08-25,,M,Colchester,East,Home Office
C01472,2025-05-23,40,M,Cardiff,West,Consumer
C01473,2023-12-21,29,M,CARDIFF,West,Small Business
C01474,2024-02-16,,Other,NOTTINGHAM,Central,Home Office
C01475,2024-08-25,28,F,Sheffield,North,Home Office
C01476,2024-06-13,56,F,York,North,Corporate
C01477,2024-12-27,41,F,York,North,Small Business
C01478,24/03/2024,38,Other,Newcastle,North,Home Office
C01479,2025-01-27,51,F,Peterborough,East,Consumer
C01480,28/12/2025,43,F,nottingham,Central,Corporate
C01481,07/10/2023,49,M,reading,South,Consumer
C01482,17/02/2022,45,F,bath,West,Home Office
C01483,2022-10-17,48,,READING,South,Consumer
C01484,09/07/2024,35,M,SOUTHAMPTON,South,Small Business
C01485,2023-09-29,55,M,Cardiff,West,Consumer
C01486,2025-10-23,,F,Plymouth,West,Home Office
C01487,12/10/2024,40,F,Portsmouth,South,Small Business
C01488,2024-05-27,55,F,derby,Central,Small Business
C01489,09/05/2025,39,F,IPSWICH,East,Consumer
C01490,24/05/2023,35,F,Leeds,North,Consumer
C01491,04/06/2025,71,F,COLCHESTER,East,Small Business
C01492,2022-01-17,59,M,Exeter,West,Home Office
C01493,2024-10-02,43,F,Brighton,South,Small Business
C01494,17/10/2025,28,M,bristol,West,Home Office
C01495,2025-04-27,18,,NORWICH,East,Consumer
C01496,14/07/2025,50,F,Peterborough,East,Consumer
C01497,2023-12-12,57,M,Bath,West,Consumer
C01498,2025-06-10,46,F,Colchester,East,Consumer
C01499,06/07/2024,19,M,Brighton,South,Corporate
C01500,01/10/2024,43,M,Leeds,North,Consumer
C01501,2022-06-10,35,M,oxford,South,Consumer
C01502,2023-02-24,43,M,READING,South,Consumer
C01503,2024-07-06,66,M,Manchester,North,Consumer
C01504,2022-06-10,51,M,peterborough,East,Small Business
C01505,02/03/2025,48,M,York,North,Small Business
C01506,2025-06-28,40,M,Manchester,North,Small Business
C01507,30/09/2025,46,M,Norwich,East,Consumer
C01508,04/09/2022,32,M,Portsmouth,South,Consumer
C01509,2025-10-23,48,M,Colchester,East,Home Office
C01510,2022-06-29,38,F,  Cardiff ,West,Consumer
C01511,2024-03-27,30,M,SOUTHAMPTON,South,Home Office
C01512,29/06/2025,52,F,York,North,Home Office
C01513,04/07/2022,18,F,ipswich,East,Home Office
C01514,2022-03-06,34,F,  Leeds ,North,Consumer
C01515,2022-03-24,49,,colchester,East,Consumer
C01516,2024-05-15,57,F,Cardiff,West,Consumer
C01517,2025-05-26,47,M,norwich,East,Small Business
C01518,2022-10-21,32,M,Reading,South,Consumer
C01519,16/10/2022,40,F,birmingham,Central,Consumer
C01520,2024-07-29,45,M,York,North,Consumer
C01521,17/04/2023,61,F,Derby,Central,Consumer
C01522,16/02/2025,53,,Cardiff,West,Consumer
C01523,03/11/2025,53,M,Southampton,South,Consumer
C01524,2025-04-01,42,F,Manchester,North,Small Business
C01525,11/08/2025,27,F,Manchester,North,Consumer
C01526,2024-05-26,23,F,Leicester,Central,Consumer
C01527,2025-06-19,37,M,  Leeds ,North,Consumer
C01528,2023-01-24,50,M,Derby,Central,Consumer
C01529,30/06/2022,34,F,colchester,East,Corporate
C01530,2024-11-17,48,F,Ipswich,East,Small Business
C01531,2022-05-26,31,M,PETERBOROUGH,East,Consumer
C01532,2025-08-29,33,M,manchester,North,Consumer
C01533,31/12/2024,59,F,PORTSMOUTH,South,Home Office
C01534,2025-11-06,51,F,Derby,Central,Consumer
C01535,2023-08-15,37,F,sheffield,North,Consumer
C01536,2024-04-12,30,F,DERBY,Central,Home Office
C01537,02/03/2025,53,M,,Central,Consumer
C01538,2023-04-30,52,M,,North,Consumer
C01539,2024-06-24,49,M,Peterborough,East,Consumer
C01540,2024-11-21,39,M,Newcastle,North,Consumer
C01541,07/12/2025,27,F,Peterborough,East,Home Office
C01542,06/03/2025,41,F,Nottingham,Central,Consumer
C01543,2022-10-04,59,M,coventry,Central,Home Office
C01544,28/03/2024,29,M,Coventry,Central,Consumer
C01545,2024-08-24,42,,  Sheffield ,North,Consumer
C01546,2022-11-24,62,F,ipswich,East,Consumer
C01547,30/01/2024,37,F,manchester,North,Consumer
C01548,02/07/2023,39,M,coventry,Central,Small Business
C01549,05/10/2022,23,F,Manchester,North,Consumer
C01550,2024-05-16,49,F,York,North,Consumer
C01551,2022-12-26,31,M,Newcastle,North,Consumer
C01552,26/08/2024,21,,Sheffield,North,Consumer
C01553,2023-01-02,29,F,  York ,North,Home Office
C01554,2025-02-08,44,M,York,North,Home Office
C01555,2023-02-13,20,F,exeter,West,Consumer
C01556,02/09/2025,23,M,Cardiff,West,Corporate
C01557,2022-03-27,48,M,reading,South,Consumer
C01558,2024-05-29,40,M,Bath,West,Home Office
C01559,24/08/2023,29,F,Oxford,South,Consumer
C01560,2023-04-02,37,M,Exeter,West,Home Office
C01561,2024-03-23,64,M,Oxford,South,Consumer
C01562,01/07/2025,58,F,peterborough,East,Consumer
C01563,2025-09-25,40,F,Brighton,South,Consumer
C01564,31/07/2023,52,M,York,North,Small Business
C01565,2022-12-07,43,M,ipswich,East,Consumer
C01566,2025-02-04,18,Other,Plymouth,West,Consumer
C01567,2024-08-15,18,M,Exeter,West,Consumer
C01568,2023-02-23,29,F,  Southampton ,South,Consumer
C01569,2025-03-25,21,F,Colchester,East,Small Business
C01570,2024-05-25,45,M,plymouth,West,Consumer
C01571,2024-11-14,34,M,SHEFFIELD,North,Consumer
C01572,20/10/2023,47,F,Leeds,North,Home Office
C01573,08/02/2024,47,F,southampton,South,Consumer
C01574,2023-01-20,50,M,  Leeds ,North,Consumer
C01575,2025-03-20,29,F,READING,South,Home Office
C01576,2022-12-11,48,F,NEWCASTLE,North,Small Business
C01577,2025-04-16,29,M,ipswich,East,Consumer
C01578,2025-05-09,50,M,cardiff,West,Small Business
C01579,2025-03-08,57,M,Bristol,West,Consumer
C01580,2022-03-09,50,M,Bath,West,Consumer
C01581,2023-06-16,39,M,Oxford,South,Consumer
C01582,2024-03-19,48,F,leicester,Central,Small Business
C01583,2024-09-02,21,M,Bath,West,Consumer
C01584,29/09/2025,18,M,colchester,East,Consumer
C01585,2023-11-12,47,M,sheffield,North,Consumer
C01586,2025-08-09,58,F,Cardiff,West,Consumer
C01587,2022-12-22,25,M,Colchester,East,Home Office
C01588,2023-11-06,41,M,Bath,West,Small Business
C01589,2022-05-27,47,F,Bath,West,Consumer
C01590,2025-03-03,33,M,NOTTINGHAM,Central,Corporate
C01591,01/12/2022,37,F,Coventry,Central,Consumer
C01592,22/05/2023,49,F,Ipswich,East,Home Office
C01593,2025-04-12,42,F,Nottingham,Central,Corporate
C01594,2024-06-15,42,M,  Nottingham ,Central,Corporate
C01595,2022-02-22,28,F,  Leeds ,North,Consumer
C01596,2022-01-13,41,M,ipswich,East,Home Office
C01597,2024-05-14,36,F,York,North,Home Office
C01598,2023-08-02,37,F,Oxford,South,Consumer
C01599,2023-01-20,34,F,Brighton,South,Small Business
C01600,24/09/2024,41,M,Ipswich,East,Home Office
C01601,2023-04-08,30,F,york,North,Corporate
C01602,28/08/2024,41,M,Leeds,North,Consumer
C01603,2023-11-17,36,M,SHEFFIELD,North,Consumer
C01604,2023-01-30,29,M,Bristol,West,Small Business
C01605,2022-11-09,18,M,Leicester,Central,Home Office
C01606,21/04/2023,53,M,Derby,Central,Corporate
C01607,2022-04-05,51,M,Southampton,South,Consumer
C01608,2023-08-07,31,F,portsmouth,South,Small Business
C01609,09/09/2025,50,F,bristol,West,Home Office
C01610,18/06/2025,28,Other,york,North,Home Office
C01611,2023-11-07,37,M,Coventry,Central,Small Business
C01612,2024-08-07,34,M,Exeter,West,Consumer
C01613,2024-07-27,37,M,Colchester,East,Consumer
C01614,15/06/2025,49,M,NEWCASTLE,North,Consumer
C01615,2023-04-20,36,F,york,North,Small Business
C01616,20/07/2023,37,F,  Cambridge ,East,Corporate
C01617,28/07/2023,51,F,Reading,South,Consumer
C01618,2022-05-02,42,M,cardiff,West,Home Office
C01619,17/08/2023,33,M,cardiff,West,Home Office
C01620,2025-08-12,44,F,  Reading ,South,Home Office
C01621,2025-09-21,54,F,MANCHESTER,North,Small Business
C01622,18/09/2022,55,M,Cambridge,East,Consumer
C01623,2024-03-05,24,M,Newcastle,North,Corporate
C01624,20/11/2023,24,M,Exeter,West,Corporate
C01625,2024-04-16,54,F,Cambridge,East,Consumer
C01626,2024-07-11,37,F,,West,Consumer
C01627,2022-03-12,18,M,southampton,South,Small Business
C01628,01/07/2025,32,F,Southampton,South,Consumer
C01629,01/12/2025,35,F,Bath,West,Home Office
C01630,2024-11-14,37,,Exeter,West,Consumer
C01631,2024-11-22,51,M,Exeter,West,Consumer
C01632,2024-06-06,29,F,Ipswich,East,Consumer
C01633,2023-09-14,53,F,birmingham,Central,Small Business
C01634,28/11/2022,45,F,Newcastle,North,Home Office
C01635,2024-08-18,24,M,Reading,South,Consumer
C01636,2022-05-11,37,M,Cardiff,West,Consumer
C01637,10/06/2025,47,M,Leeds,North,Corporate
C01638,14/01/2024,42,F,Bath,West,Corporate
C01639,2024-01-06,46,M,oxford,South,Consumer
C01640,2023-09-04,33,F,MANCHESTER,North,Consumer
C01641,2025-11-26,48,M,York,North,Home Office
C01642,2023-01-11,36,M,exeter,West,Consumer
C01643,02/12/2022,74,F,Plymouth,West,Consumer
C01644,2022-12-26,24,M,portsmouth,South,Small Business
C01645,2024-11-20,76,F,York,North,Consumer
C01646,22/12/2025,29,M,Portsmouth,South,Consumer
C01647,2023-04-19,58,M,Leeds,North,Home Office
C01648,2025-09-13,52,F,Bristol,West,Consumer
C01649,24/06/2023,29,M,Leeds,North,Home Office
C01650,2024-11-07,49,M,york,North,Consumer
C01651,2022-05-01,35,Other,MANCHESTER,North,Home Office
C01652,24/04/2024,45,F,  Peterborough ,East,Small Business
C01653,2024-11-15,43,M,bristol,West,Small Business
C01654,2024-06-17,36,M,Exeter,West,Home Office
C01655,2023-04-22,35,F,Cambridge,East,Consumer
C01656,2025-06-15,45,M,Derby,Central,Consumer
C01657,2025-11-27,29,M,Colchester,East,Consumer
C01658,2024-03-07,30,M,Cardiff,West,Consumer
C01659,2024-10-23,53,M,Bath,West,Consumer
C01660,30/04/2025,47,M,newcastle,North,Consumer
C01661,2023-04-28,24,M,cardiff,West,Consumer
C01662,27/07/2025,28,F,Peterborough,East,Consumer
C01663,26/06/2023,18,M,  Plymouth ,West,Consumer
C01664,2025-04-13,53,F,MANCHESTER,North,Home Office
C01665,2022-09-23,50,M,  Southampton ,South,Home Office
C01666,09/07/2023,27,Other,Derby,Central,Consumer
C01667,2024-06-14,49,F,Manchester,North,Consumer
C01668,2024-06-02,67,F,LEEDS,North,Consumer
C01669,2025-07-11,21,M,Reading,South,Consumer
C01670,2025-12-27,33,F,  Colchester ,East,Consumer
C01671,14/09/2022,21,F,  Bristol ,West,Consumer
C01672,2023-06-13,53,F,Bath,West,Consumer
C01673,2023-10-18,40,M,leicester,Central,Consumer
C01674,2024-04-02,36,F,Norwich,East,Small Business
C01675,22/04/2024,44,F,Southampton,South,Home Office
C01676,2025-07-17,34,M,SHEFFIELD,North,Consumer
C01677,2025-04-06,36,M,Sheffield,North,Home Office
C01678,2022-03-08,45,M,bristol,West,Consumer
C01679,2024-03-01,33,F,MANCHESTER,North,Home Office
C01680,2024-09-30,35,M,southampton,South,Consumer
C01681,2024-03-08,39,F,Coventry,Central,Home Office
C01682,2022-10-26,42,M,IPSWICH,East,Consumer
C01683,2023-12-13,49,F,leeds,North,Home Office
C01684,02/01/2024,49,M,Cardiff,West,Small Business
C01685,2023-02-01,22,M,Norwich,East,Consumer
C01686,2025-03-20,59,F,exeter,West,Corporate
C01687,26/08/2023,42,F,Bristol,West,Consumer
C01688,2024-08-24,37,F,Newcastle,North,Consumer
C01689,21/05/2024,29,,  Newcastle ,North,Small Business
C01690,2025-08-11,67,M,Reading,South,Consumer
C01691,2022-10-11,72,F,Exeter,West,Small Business
C01692,27/09/2022,65,F,CAMBRIDGE,East,Corporate
C01693,2023-07-26,43,F,exeter,West,Small Business
C01694,29/01/2024,45,F,Ipswich,East,Consumer
C01695,2023-07-24,60,M,Reading,South,Consumer
C01696,2025-03-29,38,F,  Sheffield ,North,Home Office
C01697,2023-05-04,48,F,leeds,North,Small Business
C01698,2022-08-02,44,F,Brighton,South,Consumer
C01699,2024-01-05,66,F,CAMBRIDGE,East,Consumer
C01700,2025-04-10,60,F,Coventry,Central,Corporate
C01701,2025-07-11,39,F,york,North,Consumer
C01702,2025-02-20,61,F,bristol,West,Small Business
C01703,2024-07-15,41,F,leeds,North,Consumer
C01704,2025-02-09,34,M,Cardiff,West,Consumer
C01705,2024-12-18,37,M,Sheffield,North,Consumer
C01706,2023-04-17,43,M,BRISTOL,West,Corporate
C01707,2024-07-06,31,M,MANCHESTER,North,Small Business
C01708,06/04/2025,34,F,Leeds,North,Consumer
C01709,2023-08-20,22,F,  Ipswich ,East,Consumer
C01710,2024-11-14,30,,Brighton,South,Small Business
C01711,06/04/2024,44,M,Peterborough,East,Home Office
C01712,2024-05-04,55,F,SOUTHAMPTON,South,Home Office
C01713,12/08/2022,53,M,Nottingham,Central,Small Business
C01714,30/11/2024,47,F,Brighton,South,Consumer
C01715,2025-07-29,21,F,Peterborough,East,Consumer
C01716,15/11/2022,30,M,bristol,West,Consumer
C01717,2023-10-30,38,M,exeter,West,Consumer
C01718,2022-05-19,54,,Brighton,South,Small Business
C01719,2022-04-05,34,M,peterborough,East,Consumer
C01720,2025-12-19,25,F,Manchester,North,Consumer
C01721,2024-04-22,60,F,Norwich,East,Home Office
C01722,15/10/2023,31,F,Reading,South,Consumer
C01723,2023-06-18,26,F,PLYMOUTH,West,Consumer
C01724,2025-12-08,44,M,cardiff,West,Small Business
C01725,15/05/2023,40,F,Newcastle,North,Home Office
C01726,2025-02-11,34,,Newcastle,North,Home Office
C01727,2023-07-02,41,M,READING,South,Consumer
C01728,04/07/2022,29,F,Norwich,East,Home Office
C01729,21/12/2024,34,F,Reading,South,Consumer
C01730,2022-01-11,,M,PETERBOROUGH,East,Consumer
C01731,2024-12-11,18,F,Colchester,East,Home Office
C01732,2023-05-12,53,M,Leicester,Central,Corporate
C01733,2025-03-08,23,F,  Portsmouth ,South,Small Business
C01734,05/04/2025,29,F,York,North,Consumer
C01735,09/02/2025,54,F,Brighton,South,Consumer
C01736,2022-03-23,48,F,Cambridge,East,Consumer
C01737,15/01/2025,42,F,Southampton,South,Home Office
C01738,2025-12-20,19,M,southampton,South,Consumer
C01739,30/04/2023,33,,Reading,South,Consumer
C01740,2023-06-17,38,F,BATH,West,Home Office
C01741,28/05/2025,39,F,  Birmingham ,Central,Home Office
C01742,2022-12-17,56,M,Reading,South,Consumer
C01743,23/11/2024,67,F,leeds,North,Corporate
C01744,19/03/2025,49,F,Oxford,South,Consumer
C01745,2022-04-23,34,M,Reading,South,Small Business
C01746,10/07/2024,57,M,COVENTRY,Central,Consumer
C01747,2024-08-07,33,F,Cambridge,East,Consumer
C01748,2023-07-31,18,F,Plymouth,West,Consumer
C01749,2025-08-10,25,M,Derby,Central,Home Office
C01750,2022-12-21,18,F,Cambridge,East,Consumer
C01751,2023-10-27,36,M,Oxford,South,Small Business
C01752,2025-07-09,39,F,Cambridge,East,Home Office
C01753,2023-02-06,20,F,oxford,South,Home Office
C01754,06/06/2025,30,M,OXFORD,South,Consumer
C01755,22/07/2022,22,F,Derby,Central,Corporate
C01756,2024-04-16,39,,Oxford,South,Home Office
C01757,2022-07-14,30,M,NORWICH,East,Consumer
C01758,2024-12-14,54,M,  Newcastle ,North,Consumer
C01759,2025-05-01,43,F,York,North,Corporate
C01760,2025-07-10,62,M,Cambridge,East,Corporate
C01761,2025-12-10,35,F,Bath,West,Small Business
C01762,2024-12-07,69,M,Norwich,East,Consumer
C01763,2025-04-05,41,F,Reading,South,Corporate
C01764,2024-05-08,34,F,manchester,North,Home Office
C01765,2025-09-22,72,F,Colchester,East,Consumer
C01766,02/11/2024,18,M,COLCHESTER,East,Small Business
C01767,19/08/2025,34,F,exeter,West,Small Business
C01768,2023-04-19,19,M,BATH,West,Consumer
C01769,2024-04-26,18,F,  Birmingham ,Central,Small Business
C01770,16/02/2025,18,M,  Cardiff ,West,Small Business
C01771,2023-02-25,49,M,Reading,South,Consumer
C01772,2023-03-11,24,F,,East,Corporate
C01773,2025-12-06,38,M,exeter,West,Home Office
C01774,2024-02-02,53,F,  Birmingham ,Central,Consumer
C01775,2023-01-22,47,M,READING,South,Small Business
C01776,2023-09-10,46,F,Cardiff,West,Home Office
C01777,2023-12-13,57,F,Oxford,South,Consumer
C01778,06/10/2024,62,M,Cardiff,West,Consumer
C01779,04/10/2025,,F,Leicester,Central,Home Office
C01780,2025-12-16,47,F,DERBY,Central,Corporate
C01781,11/11/2024,37,F,Sheffield,North,Small Business
