customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,num_support_tickets,avg_monthly_usage_gb,has_streaming,is_senior,num_dependents,region,last_login_days,churn_risk_score_v0,account_flagged_for_review,churn
CUST-002877,25,45.84,1152.82,One year,Bank transfer (automatic),DSL,0,231.8,0,0,0.0,North,6.0,92.19,0,0
CUST-002878,6,36.6,202.58,Month-to-month,Electronic check,No internet service,1,11.3,0,0,1.0,East,28.0,84.4,0,1
CUST-002879,10,49.55,,One year,Bank transfer (automatic),DSL,0,177.3,0,0,1.0,West,24.0,35.77,0,1
CUST-002880,6,54.21,337.64,Month-to-month,Mailed check,DSL,1,198.2,1,0,0.0,North,38.0,47.43,0,1
CUST-002881,1,69.2,73.85,Month-to-month,Credit card (automatic),,1,466.0,0,0,0.0,North,22.0,24.7,0,1
CUST-002882,21,81.55,1735.82,Two year,Bank transfer (automatic),Fiber optic,1,305.8,1,1,1.0,North,9.0,3.8,0,0
CUST-002883,1,71.05,25.03,Month-to-month,Electronic check,DSL,0,277.4,1,0,0.0,South,4.0,26.14,0,1
CUST-002884,72,73.06,5465.41,One year,Mailed check,Fiber optic,2,190.7,0,0,1.0,North,10.0,7.22,0,0
CUST-002885,11,84.81,879.51,One year,Electronic check,Fiber optic,0,602.2,1,0,0.0,South,10.0,34.41,1,0
CUST-002886,55,55.58,2977.69,Two year,Bank transfer (automatic),DSL,0,149.1,1,1,1.0,North,13.0,57.81,1,0
CUST-002887,2,16.48,,One year,Mailed check,No internet service,0,11.1,0,0,0.0,West,36.0,51.38,0,1
CUST-002888,65,63.49,4393.7,One year,Electronic check,Fiber optic,0,260.3,0,0,0.0,South,11.0,15.82,0,0
CUST-002889,10,70.35,696.15,One year,Bank transfer (automatic),Fiber optic,0,566.3,0,0,1.0,South,15.0,96.83,0,0
CUST-002890,24,43.34,1105.38,Two year,Mailed check,DSL,0,150.2,0,0,0.0,South,6.0,77.42,0,0
CUST-002891,3,82.02,295.7,Month-to-month,Electronic check,Fiber optic,0,373.1,1,0,0.0,South,30.0,30.4,0,1
CUST-002892,33,60.82,2041.83,One year,Bank transfer (automatic),DSL,0,,1,0,0.0,West,5.0,30.78,0,0
CUST-002893,72,81.43,6186.66,Two year,Mailed check,Fiber optic,0,389.6,1,0,0.0,North,22.0,38.0,0,0
CUST-002894,37,74.3,2606.27,Month-to-month,Credit card (automatic),Fiber optic,2,375.0,0,0,0.0,South,7.0,65.67,0,1
CUST-002895,49,65.09,3045.42,Two year,Mailed check,Fiber optic,1,458.7,0,1,0.0,South,49.0,18.6,0,0
CUST-002896,1,64.36,,Month-to-month,Credit card (automatic),Fiber optic,2,760.9,0,0,1.0,North,0.0,17.31,0,1
CUST-002897,18,59.06,1034.02,Month-to-month,Electronic check,DSL,0,162.0,0,0,2.0,North,5.0,53.41,0,0
CUST-002898,72,85.54,5764.6,One year,Credit card (automatic),Fiber optic,2,480.2,1,0,2.0,South,10.0,57.57,0,0
CUST-002899,5,47.99,245.8,Two year,Credit card (automatic),DSL,1,236.9,1,0,0.0,South,7.0,4.06,0,0
CUST-002900,15,39.63,657.9,One year,Bank transfer (automatic),No internet service,0,8.2,0,0,,South,46.0,95.0,0,0
CUST-002901,51,34.43,1814.02,One year,Credit card (automatic),No internet service,0,13.4,0,1,0.0,West,45.0,28.39,1,0
CUST-002902,3,65.66,192.8,Two year,Bank transfer (automatic),DSL,0,205.3,1,0,1.0,East,13.0,98.87,0,1
CUST-002903,45,71.57,3045.15,Two year,Mailed check,Fiber optic,0,394.4,0,0,0.0,West,39.0,38.28,0,0
CUST-002904,5,69.25,325.77,One year,Bank transfer (automatic),Fiber optic,1,249.4,0,0,0.0,South,33.0,39.43,0,1
CUST-002905,34,74.47,2473.74,Two year,Bank transfer (automatic),Fiber optic,0,753.1,1,0,0.0,North,0.0,27.06,0,0
CUST-002906,39,28.85,1233.45,Two year,Electronic check,No internet service,0,11.2,0,0,3.0,North,22.0,89.6,0,0
CUST-002907,1,91.6,,Month-to-month,Credit card (automatic),Fiber optic,0,269.7,1,0,1.0,North,19.0,7.07,0,1
CUST-002908,16,58.68,830.19,Month-to-month,Bank transfer (automatic),Fiber optic,3,277.0,0,0,0.0,North,17.0,57.25,0,0
CUST-002909,52,78.88,4142.48,Two year,Mailed check,Fiber optic,0,411.8,1,0,1.0,East,19.0,2.08,0,0
CUST-002910,50,81.37,4239.48,Two year,Credit card (automatic),Fiber optic,0,778.9,1,0,0.0,North,9.0,88.11,0,0
CUST-002911,46,15.0,743.15,One year,Bank transfer (automatic),No internet service,0,10.8,0,1,0.0,West,21.0,11.68,0,0
CUST-002912,8,25.28,133.79,One year,Bank transfer (automatic),No internet service,0,12.7,0,1,0.0,West,40.0,37.84,0,0
CUST-002913,28,85.41,2133.77,One year,Bank transfer (automatic),Fiber optic,0,172.2,0,0,0.0,West,15.0,25.63,0,0
CUST-002914,15,94.74,1416.49,One year,Electronic check,Fiber optic,0,353.5,1,0,1.0,West,28.0,68.91,0,0
CUST-002915,56,71.11,4461.84,Two year,Bank transfer (automatic),Fiber optic,2,276.4,0,0,,South,4.0,56.2,0,0
CUST-002916,7,64.32,381.73,Month-to-month,Mailed check,Fiber optic,3,478.8,0,0,1.0,West,10.0,27.21,0,0
CUST-002917,3,60.24,173.49,One year,Bank transfer (automatic),DSL,1,,1,0,1.0,West,23.0,65.16,0,0
CUST-002918,2,68.4,,Month-to-month,Electronic check,Fiber optic,1,677.5,0,1,0.0,East,10.0,3.74,0,1
CUST-002919,3,54.05,175.04,One year,Mailed check,DSL,0,99.0,0,0,0.0,South,55.0,59.07,1,1
CUST-002920,7,77.24,561.02,Two year,Electronic check,Fiber optic,4,248.6,1,0,0.0,South,6.0,51.49,0,1
CUST-002921,45,24.83,1227.43,Two year,Mailed check,No internet service,0,12.8,0,0,0.0,North,43.0,95.07,0,0
CUST-002922,58,23.9,1280.45,One year,Bank transfer (automatic),No internet service,0,13.0,0,0,0.0,South,40.0,19.83,0,0
CUST-002923,72,60.68,4591.34,Two year,Credit card (automatic),DSL,0,144.1,0,0,1.0,East,19.0,34.41,0,0
CUST-002924,48,62.99,3173.1,One year,Credit card (automatic),DSL,1,322.5,1,0,2.0,West,7.0,74.77,0,0
CUST-002925,1,77.79,90.09,One year,Mailed check,DSL,0,293.3,1,0,2.0,South,23.0,99.71,0,1
CUST-002926,42,58.15,2451.28,One year,Credit card (automatic),DSL,0,130.0,1,0,0.0,East,19.0,53.01,0,0
CUST-002927,6,45.99,277.38,One year,Electronic check,DSL,0,110.7,0,0,1.0,South,33.0,34.63,0,0
CUST-002928,63,62.73,4211.94,One year,Bank transfer (automatic),Fiber optic,2,177.6,0,0,0.0,South,14.0,40.04,0,0
CUST-002929,64,60.67,3655.13,Two year,Credit card (automatic),Fiber optic,0,271.5,0,0,0.0,West,16.0,14.96,0,0
CUST-002930,25,57.09,1456.97,Month-to-month,Credit card (automatic),Fiber optic,1,189.7,0,0,0.0,North,1.0,5.3,0,0
CUST-002931,54,58.41,3484.98,Two year,Credit card (automatic),DSL,0,170.3,0,0,2.0,West,20.0,65.39,0,0
CUST-002932,21,67.58,1498.76,One year,Credit card (automatic),Fiber optic,2,271.8,0,1,0.0,North,18.0,61.85,1,0
CUST-002933,51,15.0,744.55,One year,Credit card (automatic),No internet service,0,13.5,0,1,1.0,North,29.0,89.99,0,0
CUST-002934,33,45.91,1580.57,One year,Bank transfer (automatic),DSL,0,142.2,0,0,0.0,North,21.0,49.31,0,0
CUST-002935,38,29.5,1199.17,One year,Electronic check,No internet service,1,14.8,0,0,0.0,South,28.0,11.8,1,0
CUST-002936,7,60.62,433.84,Month-to-month,Electronic check,DSL,0,222.4,1,1,0.0,South,5.0,78.4,0,1
CUST-002937,70,75.69,5273.72,Two year,Electronic check,Fiber optic,1,198.6,0,1,0.0,West,16.0,26.21,0,0
CUST-002938,40,73.65,2716.68,Two year,Bank transfer (automatic),Fiber optic,1,930.2,1,0,0.0,West,33.0,13.55,0,0
CUST-002939,5,72.72,339.82,Month-to-month,Electronic check,Fiber optic,1,327.8,0,0,1.0,West,42.0,77.05,0,1
CUST-002940,24,84.57,1969.08,Two year,Bank transfer (automatic),Fiber optic,1,333.0,0,0,0.0,South,11.0,64.88,1,0
CUST-002941,16,89.62,1261.64,Two year,Electronic check,Fiber optic,1,454.2,1,1,3.0,North,9.0,85.61,0,0
CUST-002942,1,43.14,,Month-to-month,Mailed check,DSL,3,165.3,0,0,0.0,North,0.0,34.21,0,1
CUST-002943,40,32.08,1337.16,Month-to-month,Electronic check,No internet service,1,15.2,0,0,1.0,South,40.0,42.13,0,0
CUST-002944,7,17.26,152.77,Two year,Bank transfer (automatic),No internet service,1,8.9,0,0,0.0,East,34.0,99.49,1,0
CUST-002945,7,33.43,246.88,One year,Mailed check,No internet service,0,21.0,0,0,0.0,East,26.0,70.6,0,0
CUST-002946,60,60.37,3821.96,Month-to-month,Bank transfer (automatic),DSL,0,136.5,1,1,0.0,West,7.0,17.82,0,0
CUST-002947,1,65.23,92.03,Two year,Credit card (automatic),Fiber optic,0,327.6,0,1,0.0,South,9.0,74.7,0,1
CUST-002948,16,17.53,287.6,Two year,Mailed check,No internet service,0,6.4,0,0,0.0,East,33.0,23.93,0,0
CUST-002949,5,90.54,396.26,Two year,Credit card (automatic),Fiber optic,0,473.4,1,1,2.0,West,40.0,95.63,0,0
CUST-002950,38,90.91,3733.77,One year,Mailed check,Fiber optic,0,903.6,1,0,2.0,North,6.0,29.52,0,0
CUST-002951,15,72.15,1165.79,Month-to-month,Credit card (automatic),Fiber optic,3,1349.1,1,0,0.0,East,2.0,61.45,0,0
CUST-002952,8,51.44,430.51,Month-to-month,Electronic check,DSL,0,74.1,0,0,0.0,East,8.0,62.89,0,0
CUST-002953,3,68.12,271.44,One year,Electronic check,Fiber optic,1,411.9,0,0,0.0,West,9.0,15.17,0,1
CUST-002954,68,77.35,5332.94,Two year,Mailed check,Fiber optic,2,602.7,1,1,0.0,East,9.0,80.98,0,0
CUST-002955,44,89.61,3965.34,Two year,Bank transfer (automatic),Fiber optic,4,651.3,1,1,1.0,East,18.0,75.19,0,0
CUST-002956,26,48.43,1173.06,Month-to-month,Electronic check,DSL,0,102.7,0,0,0.0,West,11.0,38.12,0,0
CUST-002957,66,57.02,3502.23,Two year,Mailed check,DSL,0,202.5,1,0,1.0,North,16.0,40.57,0,0
CUST-002958,61,67.91,4031.04,One year,Mailed check,Fiber optic,4,259.2,0,0,0.0,North,12.0,73.27,0,0
CUST-002959,49,61.64,3436.74,Two year,Credit card (automatic),DSL,1,113.8,1,0,2.0,South,18.0,45.02,0,0
CUST-002960,72,16.5,1137.05,Month-to-month,Electronic check,No internet service,0,7.2,0,0,0.0,North,29.0,26.98,0,0
CUST-002961,11,83.41,925.64,Two year,Credit card (automatic),Fiber optic,1,702.3,1,0,2.0,East,1.0,41.65,0,0
CUST-002962,13,59.32,809.09,Month-to-month,Mailed check,DSL,0,70.6,0,1,0.0,West,19.0,59.83,0,0
CUST-002963,8,73.24,512.24,Month-to-month,Bank transfer (automatic),Fiber optic,0,544.2,1,0,0.0,North,55.0,60.46,0,1
CUST-002964,7,21.72,185.15,Month-to-month,Bank transfer (automatic),No internet service,2,4.4,0,0,0.0,South,28.0,36.83,0,1
CUST-002965,57,30.07,1836.37,Two year,Credit card (automatic),No internet service,0,20.7,0,0,1.0,East,33.0,84.1,1,0
CUST-002966,34,18.7,635.01,Two year,Mailed check,No internet service,0,13.0,0,0,0.0,West,33.0,33.85,0,0
CUST-002967,7,39.07,308.37,One year,Credit card (automatic),No internet service,0,20.5,0,0,1.0,South,37.0,44.18,0,0
CUST-002968,6,85.55,505.53,One year,Bank transfer (automatic),Fiber optic,2,527.5,1,0,0.0,North,38.0,14.44,0,1
CUST-002969,6,67.78,410.58,Month-to-month,Credit card (automatic),Fiber optic,3,542.2,0,0,0.0,North,17.0,3.99,0,1
CUST-002970,3,47.79,153.29,One year,Bank transfer (automatic),DSL,0,223.2,0,0,0.0,South,0.0,7.74,0,0
CUST-002971,70,60.24,4309.33,Two year,Electronic check,DSL,1,184.9,1,0,0.0,West,21.0,64.42,0,0
CUST-002972,46,38.55,1809.13,One year,Credit card (automatic),DSL,0,123.9,0,0,0.0,North,8.0,41.6,0,0
CUST-002973,6,47.49,289.32,One year,Credit card (automatic),DSL,0,185.2,0,1,0.0,East,3.0,49.28,0,0
CUST-002974,49,21.28,1166.99,Month-to-month,Electronic check,No internet service,1,16.6,0,1,0.0,North,39.0,13.44,0,1
CUST-002975,35,50.56,1735.56,Two year,Mailed check,DSL,0,227.3,1,1,0.0,East,32.0,79.63,0,0
CUST-002976,4,75.33,383.64,One year,Credit card (automatic),DSL,0,199.5,1,0,1.0,North,54.0,5.87,0,1
CUST-002977,16,88.67,1311.74,Month-to-month,Electronic check,Fiber optic,1,232.7,1,1,0.0,East,13.0,49.92,0,0
CUST-002978,58,41.2,2182.88,Two year,Electronic check,DSL,0,111.2,0,0,0.0,South,7.0,74.66,0,0
CUST-002979,66,94.43,6354.76,One year,Electronic check,Fiber optic,1,369.8,1,0,2.0,South,14.0,55.83,0,0
CUST-002980,59,69.71,,Month-to-month,Mailed check,Fiber optic,0,309.7,0,0,0.0,South,12.0,13.74,0,0
CUST-002981,36,53.59,1974.44,One year,Bank transfer (automatic),DSL,1,134.3,0,0,0.0,South,9.0,66.08,0,0
CUST-002982,6,70.36,354.48,One year,Credit card (automatic),DSL,0,230.4,1,0,0.0,South,2.0,91.27,0,0
CUST-002983,16,45.28,699.68,One year,Bank transfer (automatic),DSL,1,129.7,0,0,1.0,South,10.0,6.58,0,0
CUST-002984,40,75.63,2708.56,One year,Mailed check,Fiber optic,4,508.2,1,1,0.0,North,15.0,18.19,0,0
CUST-002985,52,47.47,2505.61,One year,Credit card (automatic),DSL,0,125.1,0,0,2.0,North,11.0,57.62,0,0
CUST-002986,55,69.58,3978.59,One year,Electronic check,Fiber optic,1,601.5,0,0,2.0,East,6.0,90.98,0,0
CUST-002987,13,83.09,993.44,One year,Mailed check,Fiber optic,0,282.4,1,1,2.0,North,9.0,62.71,0,0
CUST-002988,8,26.67,233.25,Two year,Credit card (automatic),No internet service,0,16.5,0,0,1.0,West,27.0,53.3,0,0
CUST-002989,1,54.07,,Two year,Bank transfer (automatic),Fiber optic,1,372.1,0,0,1.0,North,8.0,72.17,0,1
CUST-002990,4,74.78,264.71,Two year,Credit card (automatic),Fiber optic,3,327.7,0,0,1.0,East,2.0,66.2,0,0
CUST-002991,38,37.73,1439.3,Two year,Mailed check,DSL,1,240.3,0,1,1.0,East,24.0,42.68,0,0
CUST-002992,56,74.94,4140.45,Two year,Mailed check,Fiber optic,0,574.5,0,0,0.0,South,21.0,11.68,0,0
CUST-002993,5,83.12,381.72,One year,Bank transfer (automatic),Fiber optic,1,215.1,1,0,3.0,East,16.0,16.15,0,1
CUST-002994,12,61.2,757.95,One year,Electronic check,DSL,0,165.4,1,0,2.0,West,7.0,22.52,0,0
CUST-002995,50,44.59,2170.37,One year,Credit card (automatic),DSL,0,151.0,0,1,0.0,North,5.0,76.72,0,1
CUST-002996,9,63.12,569.87,Month-to-month,Electronic check,DSL,1,175.2,1,0,1.0,East,9.0,96.87,0,1
CUST-002997,19,30.56,624.5,Month-to-month,Bank transfer (automatic),No internet service,0,11.2,0,0,3.0,West,41.0,68.48,0,0
CUST-002998,3,15.0,0.0,Month-to-month,Electronic check,No internet service,0,25.9,0,0,1.0,South,26.0,76.31,0,1
CUST-002999,5,97.73,506.73,Two year,Bank transfer (automatic),Fiber optic,0,345.9,1,0,2.0,East,23.0,84.0,0,0
CUST-003000,49,32.45,1506.66,Two year,Bank transfer (automatic),No internet service,1,5.5,0,1,2.0,West,46.0,28.2,0,0
CUST-003001,10,85.39,,Month-to-month,Credit card (automatic),Fiber optic,0,634.3,1,1,0.0,West,1.0,39.85,0,0
CUST-003002,71,35.85,2509.12,One year,Credit card (automatic),No internet service,0,10.7,0,0,3.0,West,32.0,80.32,0,0
CUST-003003,56,94.61,5574.99,Month-to-month,Mailed check,Fiber optic,2,302.6,1,0,2.0,North,2.0,56.29,0,1
CUST-003004,10,82.47,829.68,Two year,Credit card (automatic),Fiber optic,1,648.9,1,0,0.0,West,50.0,74.2,0,0
CUST-003005,57,67.97,3808.67,One year,Bank transfer (automatic),DSL,0,127.4,1,0,2.0,North,20.0,47.87,0,0
CUST-003006,41,53.24,2225.47,Two year,Credit card (automatic),DSL,0,98.6,0,0,1.0,South,3.0,41.05,0,0
CUST-003007,27,30.47,824.75,Two year,Bank transfer (automatic),No internet service,0,10.7,0,0,2.0,West,39.0,43.29,1,0
CUST-003008,9,69.79,628.78,Month-to-month,Electronic check,Fiber optic,0,321.8,1,0,0.0,West,4.0,10.08,0,0
CUST-003009,50,65.78,3689.2,One year,Credit card (automatic),Fiber optic,2,879.8,0,0,0.0,East,26.0,38.93,1,0
CUST-003010,56,87.72,4580.15,One year,Bank transfer (automatic),Fiber optic,0,1577.4,1,1,1.0,North,15.0,73.34,0,0
CUST-003011,2,57.2,,One year,Bank transfer (automatic),DSL,2,123.7,0,1,1.0,North,7.0,18.09,0,0
CUST-003012,45,85.93,3617.81,One year,Mailed check,Fiber optic,0,592.1,1,0,0.0,West,13.0,35.65,0,0
CUST-003013,55,49.87,2231.1,One year,Credit card (automatic),DSL,0,195.7,0,0,0.0,South,1.0,70.39,0,0
CUST-003014,55,89.89,4905.51,Two year,Mailed check,Fiber optic,1,584.6,1,0,1.0,South,9.0,0.13,0,0
CUST-003015,16,83.78,1295.88,Two year,Credit card (automatic),Fiber optic,0,436.2,1,0,3.0,North,16.0,43.34,0,0
CUST-003016,48,67.37,2914.67,One year,Bank transfer (automatic),DSL,0,225.5,1,0,1.0,South,25.0,40.97,0,0
CUST-003017,5,37.91,193.61,Month-to-month,Electronic check,No internet service,0,6.4,0,0,0.0,North,38.0,89.32,0,1
CUST-003018,2,57.43,,Two year,Mailed check,DSL,0,80.5,0,0,2.0,South,,78.61,0,0
CUST-003019,3,80.06,238.58,Month-to-month,Credit card (automatic),Fiber optic,1,339.4,1,0,0.0,South,10.0,50.25,1,0
CUST-003020,46,24.88,1250.71,Two year,Bank transfer (automatic),No internet service,0,12.0,0,0,0.0,South,36.0,59.63,0,0
CUST-003021,15,68.16,991.07,One year,Bank transfer (automatic),Fiber optic,0,271.7,0,0,1.0,South,25.0,33.88,0,0
CUST-003022,5,46.17,242.79,Month-to-month,Credit card (automatic),DSL,0,116.9,0,0,0.0,South,2.0,19.62,0,0
CUST-003023,57,80.24,4593.77,One year,Bank transfer (automatic),Fiber optic,2,251.7,1,1,1.0,North,6.0,92.92,1,0
CUST-003024,1,53.51,76.5,One year,Mailed check,DSL,0,410.4,1,0,1.0,West,21.0,95.83,1,1
CUST-003025,11,77.04,775.74,Two year,Credit card (automatic),Fiber optic,2,394.4,1,0,0.0,North,22.0,81.35,1,0
CUST-003026,5,81.82,406.5,One year,Mailed check,Fiber optic,2,309.7,1,0,0.0,North,31.0,51.25,0,0
CUST-003027,49,74.86,3662.69,Two year,Mailed check,Fiber optic,2,311.5,1,0,0.0,East,15.0,32.63,0,0
CUST-003028,9,87.96,779.84,One year,Credit card (automatic),Fiber optic,2,560.7,1,0,1.0,South,3.0,92.38,0,1
CUST-003029,50,58.14,2900.16,One year,Bank transfer (automatic),DSL,0,334.8,1,0,0.0,East,43.0,43.28,1,0
CUST-003030,40,32.43,1290.46,Month-to-month,Mailed check,No internet service,0,11.6,0,1,2.0,East,25.0,75.67,0,0
CUST-003031,61,91.73,5015.81,Month-to-month,Mailed check,Fiber optic,1,418.7,1,1,0.0,North,10.0,33.46,0,1
CUST-003032,69,23.64,1433.83,One year,Mailed check,No internet service,0,21.8,0,0,0.0,East,41.0,85.57,0,0
CUST-003033,41,48.64,1889.34,Month-to-month,Electronic check,DSL,1,380.5,1,0,0.0,West,19.0,32.0,0,0
CUST-003034,15,61.6,905.87,Two year,Credit card (automatic),DSL,1,454.9,1,0,0.0,South,11.0,31.68,0,0
CUST-003035,29,55.83,1550.03,Month-to-month,Electronic check,Fiber optic,3,189.7,0,0,0.0,North,6.0,0.24,0,0
CUST-003036,57,75.12,4417.18,One year,Electronic check,Fiber optic,0,600.3,1,0,1.0,East,4.0,89.26,1,0
CUST-003037,11,69.74,823.11,Month-to-month,Mailed check,Fiber optic,0,478.2,0,0,1.0,East,15.0,1.96,0,0
CUST-003038,40,75.93,2511.49,Month-to-month,Bank transfer (automatic),Fiber optic,1,305.0,0,0,0.0,North,12.0,56.71,0,0
CUST-003039,9,81.94,744.43,Two year,Mailed check,Fiber optic,2,248.2,1,1,2.0,South,5.0,78.33,0,0
CUST-003040,25,19.75,,Month-to-month,Mailed check,No internet service,0,8.7,0,0,1.0,South,37.0,25.24,0,0
CUST-003041,2,60.72,130.59,One year,Bank transfer (automatic),DSL,1,164.7,0,0,2.0,East,2.0,44.55,0,0
CUST-003042,8,57.1,445.76,Two year,Mailed check,DSL,0,177.9,0,0,1.0,South,3.0,18.97,0,0
CUST-003043,2,69.08,158.54,One year,Electronic check,Fiber optic,1,755.2,1,1,0.0,West,6.0,66.76,0,1
CUST-003044,6,77.53,478.75,Month-to-month,Electronic check,Fiber optic,0,592.6,1,0,0.0,South,11.0,2.35,0,1
CUST-003045,55,29.9,1550.44,One year,Mailed check,No internet service,0,10.8,0,0,1.0,West,47.0,35.22,0,0
CUST-003046,7,64.18,466.73,One year,Bank transfer (automatic),DSL,0,417.8,1,0,0.0,North,12.0,25.63,0,0
CUST-003047,35,79.48,2711.41,Month-to-month,Electronic check,DSL,0,218.3,1,0,1.0,East,33.0,89.66,0,0
CUST-003048,8,78.15,644.97,Two year,Credit card (automatic),Fiber optic,1,424.3,1,1,0.0,North,1.0,95.06,0,0
CUST-003049,1,22.52,48.44,One year,Electronic check,No internet service,0,29.2,0,0,0.0,South,,1.11,0,1
CUST-003050,58,19.82,1145.58,One year,Electronic check,No internet service,1,14.7,0,0,2.0,North,38.0,25.2,0,0
CUST-003051,9,75.17,585.4,One year,Mailed check,DSL,0,,1,0,2.0,East,1.0,31.48,0,0
CUST-003052,35,52.85,1927.54,Two year,Electronic check,DSL,0,161.1,0,0,1.0,South,1.0,17.08,0,0
CUST-003053,3,88.29,262.46,One year,Electronic check,Fiber optic,1,461.3,1,0,0.0,East,9.0,75.2,0,0
CUST-003054,11,75.74,785.07,Two year,Bank transfer (automatic),Fiber optic,0,281.6,0,0,2.0,East,11.0,18.52,0,0
CUST-003055,19,87.02,1651.76,Month-to-month,Electronic check,Fiber optic,2,451.3,1,0,3.0,North,5.0,51.32,0,0
CUST-003056,5,38.07,180.32,Month-to-month,Electronic check,No internet service,1,21.4,0,1,1.0,West,42.0,24.47,0,0
CUST-003057,8,95.66,780.49,Month-to-month,Electronic check,Fiber optic,0,326.9,1,0,1.0,East,0.0,69.35,0,1
CUST-003058,37,69.85,2373.03,One year,Mailed check,Fiber optic,1,581.5,0,0,0.0,East,17.0,32.4,1,0
CUST-003059,7,64.88,404.14,One year,Electronic check,DSL,0,163.4,1,0,0.0,South,12.0,58.38,0,0
CUST-003060,32,72.56,2224.74,One year,Electronic check,Fiber optic,1,309.8,0,1,0.0,East,3.0,32.55,0,0
CUST-003061,51,26.24,1482.36,Two year,Credit card (automatic),No internet service,1,22.5,0,0,0.0,West,88.0,65.38,0,0
CUST-003062,55,88.39,4977.48,One year,Bank transfer (automatic),Fiber optic,0,715.6,1,0,3.0,North,24.0,58.56,0,0
CUST-003063,5,75.23,431.61,One year,Bank transfer (automatic),Fiber optic,0,151.9,0,0,1.0,South,16.0,25.48,0,1
CUST-003064,3,42.32,151.66,Two year,Electronic check,,1,139.7,0,1,,West,12.0,79.91,0,1
CUST-003065,52,88.52,4687.85,Two year,Bank transfer (automatic),Fiber optic,0,,1,0,1.0,North,15.0,93.22,0,0
CUST-003066,21,82.87,1805.6,Two year,Mailed check,Fiber optic,0,203.6,1,0,1.0,South,15.0,53.03,0,0
CUST-003067,10,26.62,230.63,One year,Bank transfer (automatic),No internet service,1,7.5,0,0,0.0,West,40.0,38.55,0,1
CUST-003068,49,91.25,4785.23,One year,Electronic check,Fiber optic,1,380.0,1,0,1.0,West,5.0,44.68,0,0
CUST-003069,6,48.72,302.55,One year,Bank transfer (automatic),DSL,0,,1,0,0.0,East,44.0,22.46,1,0
CUST-003070,1,23.19,,One year,Mailed check,No internet service,0,10.5,0,0,1.0,North,42.0,14.68,0,0
CUST-003071,38,72.9,2647.29,One year,Mailed check,Fiber optic,0,220.0,0,0,0.0,North,12.0,51.3,0,0
CUST-003072,36,61.18,2367.83,One year,Bank transfer (automatic),Fiber optic,1,233.6,0,0,0.0,South,4.0,14.92,1,0
CUST-003073,11,30.56,336.49,Month-to-month,Credit card (automatic),No internet service,0,17.8,0,0,1.0,South,,25.42,0,0
CUST-003074,55,81.36,4107.72,Two year,Credit card (automatic),Fiber optic,1,526.5,1,1,1.0,North,23.0,14.24,0,0
CUST-003075,6,48.22,288.28,One year,Mailed check,DSL,0,188.1,1,0,1.0,East,23.0,91.86,0,1
CUST-003076,27,79.95,2068.81,Month-to-month,Electronic check,Fiber optic,0,427.7,1,1,1.0,East,31.0,75.33,0,1
CUST-003077,8,20.1,131.58,One year,Mailed check,No internet service,1,13.2,0,0,0.0,South,28.0,6.02,0,0
CUST-003078,7,41.73,208.35,One year,Bank transfer (automatic),DSL,1,280.2,0,0,0.0,South,9.0,68.53,0,1
CUST-003079,4,35.71,139.52,One year,Electronic check,No internet service,1,7.1,0,0,1.0,East,27.0,5.75,0,0
CUST-003080,61,75.4,5148.7,Two year,Bank transfer (automatic),Fiber optic,1,543.0,1,0,0.0,East,25.0,88.35,0,0
CUST-003081,49,77.66,3958.17,One year,Electronic check,Fiber optic,1,457.7,1,0,2.0,North,34.0,10.6,0,0
CUST-003082,12,79.89,993.76,Month-to-month,Electronic check,Fiber optic,2,524.7,0,1,1.0,East,0.0,64.18,0,1
CUST-003083,7,76.58,521.56,Month-to-month,Electronic check,Fiber optic,1,262.7,1,0,0.0,North,34.0,17.63,0,1
CUST-003084,50,55.67,2916.39,One year,Electronic check,DSL,0,182.5,0,0,0.0,East,4.0,36.92,1,0
CUST-003085,6,42.49,261.2,Month-to-month,Mailed check,DSL,1,103.1,0,0,0.0,South,9.0,30.28,0,0
CUST-003086,10,62.46,680.37,One year,Bank transfer (automatic),Fiber optic,1,,1,0,0.0,North,13.0,80.31,0,0
CUST-003087,10,29.13,255.04,One year,Electronic check,No internet service,0,17.0,0,1,2.0,East,38.0,59.96,0,0
CUST-003088,17,74.34,1312.32,Month-to-month,Mailed check,Fiber optic,1,348.2,0,0,0.0,South,3.0,25.42,0,1
CUST-003089,50,91.48,4481.9,Two year,Bank transfer (automatic),Fiber optic,1,758.5,1,0,3.0,South,14.0,31.94,0,0
CUST-003090,7,56.24,430.31,Month-to-month,Electronic check,DSL,3,183.2,0,1,0.0,East,16.0,29.14,0,1
CUST-003091,6,53.04,319.52,Month-to-month,Electronic check,DSL,1,234.3,0,0,1.0,South,5.0,98.84,0,0
CUST-003092,28,65.28,1798.69,One year,Bank transfer (automatic),Fiber optic,0,521.0,0,0,0.0,East,5.0,12.4,0,0
CUST-003093,15,79.11,1070.16,One year,Credit card (automatic),Fiber optic,0,176.8,0,0,0.0,South,3.0,5.66,0,0
CUST-003094,8,78.86,637.84,One year,Mailed check,Fiber optic,1,469.5,0,1,2.0,East,8.0,3.07,1,0
CUST-003095,52,84.57,3880.2,One year,Mailed check,Fiber optic,2,528.0,1,0,1.0,East,24.0,30.18,0,1
